id,title,company,location,salary_min,salary_max,created,category,description,salary_avg
5543863047,Software Engineer,Anduril Industries,"The Rocks, Sydney",,,2025-12-16,Engineering Jobs,"This is a Software Engineer role with Anduril Industries based in Sydney, NSW, AU  Anduril Industries  Role Seniority - mid level More about the Software Engineer role at Anduril Industries Anduril Industries is a defense technology company with a mission to transform U.S. and allied military capabilities with advanced technology. By bringing the expertise, technology, and business model of the 21st century’s most innovative companies to the defense industry, Anduril is changing how military sy…",0.0
5637144438,Software Engineer,ResMed,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Software Engineer role with ResMed based in Sydney, NSW, AU  ResMed  Role Seniority - mid level More about the Software Engineer role at ResMed The primary role of Software Engineering group in Test Systems Platforms is to create software solutions, designs and architecture for new products or improvements and enhancements to existing Manufacturing software systems. Software design and architecture are captured in specifications which are created in consultation with internal stakehol…",0.0
5632953485,Fullstack Engineer,Karbon,"The Rocks, Sydney",,,2026-02-17,IT Jobs,"This is a Fullstack Engineer role with Karbon based in Sydney, NSW, AU  Karbon  Role Seniority - junior, mid level More about the Fullstack Engineer role at Karbon About Karbon Karbon is the global leader in practice management software for growth-minded accounting firms. We provide an award-winning, highly collaborative cloud platform that streamlines work and communication, enabling the average accounting firm using Karbon to save 18.5 hours per week, per employee. We have customers in 34 cou…",0.0
5637348045,"Site Reliability Engineer, Security Engineering",TikTok,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Site Reliability Engineer, Security Engineering role with TikTok based in Sydney, NSW, AU  TikTok  Role Seniority - mid level More about the Site Reliability Engineer, Security Engineering role at TikTok About the Team As part of the Security Engineering team, we are responsible for supporting the company's construction of security capabilities and platform services, combining other teams to create efficient and high-quality service docking capabilities, enhancing interactive experien…",0.0
5637668914,Systems Engineer,ResMed,"The Rocks, Sydney",,,2026-02-20,Engineering Jobs,"This is a Systems Engineer role with ResMed based in Sydney, NSW, AU  ResMed  Role Seniority - mid level More about the Systems Engineer role at ResMed Joining ResMed will provide you an opportunity to make a difference in someone’s life by offering better solutions for them to live a healthier life. Through this job, you can really say you’re contributing to the health of others. As an engineer you will participate as a team member within larger projects, but also lead your own initiatives and…",0.0
5637755123,Structural Engineer,ACOR Consultants,"The Rocks, Sydney",,,2026-02-20,Engineering Jobs,"This is a Structural Engineer role with ACOR Consultants based in Sydney, NSW, AU  ACOR Consultants  Role Seniority - junior, mid level More about the Structural Engineer role at ACOR Consultants ACOR is a national, employee-owned engineering consulting firm, offering a full range of specialist engineering services across multiple sectors. We have a proven track record for the successful delivery of large-scale multi-discipline projects, as well as smaller niche assignments. Our client’s needs …",0.0
5637670265,"Director, Engineering",Clio,"The Rocks, Sydney",,,2026-02-20,Engineering Jobs,"This is a Director, Engineering role with Clio based in Sydney, NSW, AU  Clio  Role Seniority - director More about the Director, Engineering role at Clio Clio is more than just a tech company–we are a global leader that is transforming the legal experience for all by bettering the lives of legal professionals while increasing access to justice. Summary: We’re looking for a Director of Engineering to join our rapidly growing Engineering team. This role is for someone who is passionate about bui…",0.0
5637233522,Engineering Manager,Eucalyptus,"New South Wales, Australia",,,2026-02-20,IT Jobs,"This is a Engineering Manager role with Eucalyptus based in NSW, AU  Eucalyptus  Role Seniority - mid level More about the Engineering Manager role at Eucalyptus About Eucalyptus We’re on a mission to make good health last a lifetime . More than 1 billion people live with obesity worldwide, driving preventable chronic conditions. We’re here to build better long-term care. Euc is the company behind Juniper , one of the world’s largest weight-management programs combining GLP-1 medication with pe…",0.0
5637347824,Engineering Intern,Heidi Health,"Mortlake, Canada Bay Area",,,2026-02-20,IT Jobs,"This is a Engineering Intern role with Heidi Health based in Concord, NSW, AU  Heidi Health  Role Seniority - intern More about the Engineering Intern role at Heidi Health Who Are Heidi? Heidi is building an AI Care Partner that supports clinicians every step of the way, from documentation to delivery of care. We exist to double healthcare’s capacity while keeping care deeply human. In just 18 months, Heidi has returned more than 18 million hours to clinicians and supported over 73 million pati…",0.0
5637713389,Engineering Manager,ResMed,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Engineering Manager role with ResMed based in Sydney, NSW, AU  ResMed  Role Seniority - mid level More about the Engineering Manager role at ResMed At Resmed, we are changing lives with every breath – improve patient quality of life, prevent chronic disease progression and reduce healthcare system costs. Our mission is to delight Resmed's developer community with an opinionated, yet empathetic developer experience that avoids surprise, is a joy to use, and abstracts the complexities o…",0.0
5637759011,Solutions Engineer,Afterpay ,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Solutions Engineer role with Afterpay (Square) based in Sydney, NSW, AU  Afterpay (Square)  Role Seniority - senior More about the Solutions Engineer role at Afterpay (Square) Join a movement in which everyone can win. We started a movement in which everyone can win – shoppers, retailers, society and every person on our team. To play fair, trust people and reward them for doing the right thing. We see and feel the impact of our work as more and more people gain financial freedom and r…",0.0
5637758914,Data Engineer,Gumtree Group,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Data Engineer role with Gumtree Group based in Sydney, NSW, AU  Gumtree Group  Role Seniority - mid level More about the Data Engineer role at Gumtree Group Join us at Gumtree Group (Gumtree, CarsGuide, Autotrader) as we grow Australia's leading classifieds and lifestyle network, reaching 1 in 4 Aussies every month. About The Role We're looking for a talented Data Engineer to join our Data and Analytics Team. You will contribute to the design, development and maintenance of our new cl…",0.0
5637656970,Robotics Engineer,Anduril Industries,"Banksia, Rockdale Area",,,2026-02-20,Engineering Jobs,"This is a Robotics Engineer role with Anduril Industries based in Rockdale, NSW, AU  Anduril Industries  Role Seniority - senior More about the Robotics Engineer role at Anduril Industries Anduril Industries is a defense technology company with a mission to transform U.S. and allied military capabilities with advanced technology. By bringing the expertise, technology, and business model of the 21st century’s most innovative companies to the defense industry, Anduril is changing how military sys…",0.0
5637348074,Staff Engineer,Culture Amp,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Staff Engineer role with Culture Amp based in Sydney, NSW, AU  Culture Amp  Role Seniority - senior More about the Staff Engineer role at Culture Amp Join us on our mission to make a better world of work. Culture Amp is the world’s leading employee experience platform, revolutionizing how 25 million employees across more than 6,500 companies create a better world of work. Culture Amp empowers companies of all sizes and industries to transform employee engagement, drive performance man…",0.0
5637584277,Data Engineer,Infosys,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Data Engineer role with Infosys based in Sydney, NSW, AU  Infosys  Role Seniority - mid level More about the Data Engineer role at Infosys About Us Infosys is a global leader in next-generation digital services and consulting. We enable clients in more than 56 countries to navigate their digital transformation. With over four decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through their digital journey. We do it by enabli…",0.0
5637371985,Industrial Engineer,Wabtec Corporation,"New South Wales, Australia",,,2026-02-20,Manufacturing Jobs,"This is a Industrial Engineer role with Wabtec Corporation based in NSW, AU  Wabtec Corporation  Role Seniority - mid level More about the Industrial Engineer role at Wabtec Corporation It’s not just about your career or job title… It’s about who you are and the impact you will make on the world. Because whether it’s for each other or our customers, we put People First. When our people come together, we Expand the Possible and continuously look for ways to improve what we create and how we do i…",0.0
5637347739,GTM Engineer,Heidi Health,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a GTM Engineer role with Heidi Health based in Sydney, NSW, AU  Heidi Health  Role Seniority - mid level More about the GTM Engineer role at Heidi Health Who we are Healthcare needs a better rhythm: one that keeps care continuous and deeply human. Heidi is building an AI Care Partner that works alongside clinicians to make that possible. We’re a team of doctors, engineers, designers, researchers, and creatives building tools that help clinicians stay focused on what matters most: their …",0.0
5637656986,GTM Engineer,Heidi Health,"Mortlake, Canada Bay Area",,,2026-02-20,IT Jobs,"This is a GTM Engineer role with Heidi Health based in Concord, NSW, AU  Heidi Health  Role Seniority - mid level More about the GTM Engineer role at Heidi Health Who we are Healthcare needs a better rhythm: one that keeps care continuous and deeply human. Heidi is building an AI Care Partner that works alongside clinicians to make that possible. We’re a team of doctors, engineers, designers, researchers, and creatives building tools that help clinicians stay focused on what matters most: their…",0.0
5637233585,Android Engineer,SafetyCulture,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Android Engineer role with SafetyCulture based in Sydney, NSW, AU  SafetyCulture  Role Seniority - mid level More about the Android Engineer role at SafetyCulture Why join us? We’re a global tech company, just not the kind you’re picturing. Sure, we’ve got catered lunches, team events, cool merch, and yes dogs in the office. But that’s not why people join. Our team of nearly a thousand people wakes up every day to make our product and our customers’ lives better. At SafetyCulture, you…",0.0
5637671321,AEM Engineer,HCF Australia,"New South Wales, Australia",,,2026-02-20,IT Jobs,"This is a AEM Engineer role with HCF Australia based in NSW, AU  HCF Australia  Role Seniority - mid level, senior More about the AEM Engineer role at HCF Australia The AEM Engineer is responsible for developing and maintaining high-quality, scalable digital solutions within HCF’s Adobe Experience Manager (AEM) platform. This full-stack role combines strong programming skills with analytical problem-solving to deliver seamless customer experiences. Key Responsibilities Own technical analysis fo…",0.0
5637442456,Solutions Engineer,Databricks,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Solutions Engineer role with Databricks based in Sydney, NSW, AU  Databricks  Role Seniority - junior, mid level More about the Solutions Engineer role at Databricks FEQ227R13 At Databricks, our core principles are at the heart of everything we do; creating a culture of proactiveness and a customer-centric mindset guides us to create a unified platform that makes data science and analytics accessible to everyone. We aim to inspire our customers to make informed decisions that push the…",0.0
5639233729,Software Engineer,Societe Generale,"New South Wales, Australia",,,2026-02-21,IT Jobs,"This is a Software Engineer role with Societe Generale based in NSW, AU  Societe Generale  Role Seniority - junior, mid level More about the Software Engineer role at Societe Generale Vos missions au quotidien Job Description : Hands on experience in various open-source technologies, coding systems, platforms and software’s. Solid experience in problem solving, debugging, troubleshooting and experience is fixing issues/bugs of the proposed open source and tracking and reporting issues. Gatherin…",0.0
5616969480,CAD and Engineering Expert,Mercor,"The Rocks, Sydney",,,2026-02-06,IT Jobs,"This is a CAD and Engineering Expert role with Mercor based in Sydney, NSW, Australia  Mercor  Role Seniority - junior, mid level, graduate More about the CAD and Engineering Expert role at Mercor Location: Remote (must have access to a physical Mac) Fluent Language Skills Required: English Why This Role Exists Mercor is supporting a high-priority data collection initiative aimed at improving how AI systems understand complex software interfaces and real-world, multi-step workflows. Current dat…",0.0
5637278193,Director of Engineering,Freelancer.com,"The Rocks, Sydney",,,2026-02-20,Engineering Jobs,"This is a Director of Engineering role with Freelancer.com based in Sydney, NSW, AU  Freelancer.com  Role Seniority - director More about the Director of Engineering role at Freelancer.com Shape the Future of How the World Works Imagine leading engineering teams that power platforms serving 80 million users globally. Picture yourself architecting systems that have transformed how business gets done, from the world's largest freelancing marketplace to a payment ecosystem securing over US$7 billi…",0.0
5637153354,Data Engineer,Richard Crookes Constructions,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Data Engineer role with Richard Crookes Constructions based in Sydney, NSW, AU  Richard Crookes Constructions  Role Seniority - mid level More about the Data Engineer role at Richard Crookes Constructions Richard Crookes Constructions (RCC) is a proudly Australian, family-owned organisation delivering major projects across NSW, QLD and the ACT. As we invest in modernising our data capability, this is a rare opportunity for a Data Engineer to help build a greenfield data environment in…",0.0
5637249622,Security Engineer,Lendi Group,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Security Engineer role with Lendi Group based in Sydney, NSW, AU  Lendi Group  Role Seniority - mid level, senior More about the Security Engineer role at Lendi Group Company Description Lendi Group is a market-leading digital platform business focused on transforming the home loan industry. It operates the country’s 1 retail mortgage broker – the iconic Aussie Home Loans franchise – and the Australia’s 1 digital mortgage brand, Lendi. Together, with its national network of 1,300 brok…",0.0
5637153395,Software Engineer,ResMed,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Software Engineer role with ResMed based in Sydney, NSW, AU  ResMed  Role Seniority - mid level More about the Software Engineer role at ResMed About the role At Resmed, we are changing lives with every breath – improve patient quality of life, prevent chronic disease progression and reduce healthcare system costs. Our mission is to delight Resmed's developer community with an opinionated, yet empathetic developer experience that avoids surprise, is a joy to use, and abstracts the com…",0.0
5637703145,Automation Engineer,Amazon,"Mount Vernon, Penrith Area",,,2026-02-20,Engineering Jobs,"This is a Automation Engineer role with Amazon based in Kemps Creek, NSW, AU  Amazon  Role Seniority - mid level More about the Automation Engineer role at Amazon Would you like to work at the largest Fulfillment Center (FC) in the Southern Hemisphere and first Amazon Robotics Site in Australia? The focus of the Automation Engineer role is to fault find, troubleshoot and improve controls solutions for automated material handling equipment such as conveyors, sortation systems, scanners, cameras,…",0.0
5637243157,Software Engineer,ResMed,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Software Engineer role with ResMed based in Sydney, NSW, AU  ResMed  Role Seniority - mid level More about the Software Engineer role at ResMed At Resmed, we are changing lives with every breath – improve patient quality of life, prevent chronic disease progression and reduce healthcare system costs. Our mission is to delight Resmed's developer community with an opinionated, yet empathetic developer experience that avoids surprise, is a joy to use, and abstracts the complexities of mo…",0.0
5639206862,Engineering Manager,Commonwealth Bank,"The Rocks, Sydney",,,2026-02-21,IT Jobs,"This is a Engineering Manager role with Commonwealth Bank based in Sydney, NSW, AU  Commonwealth Bank  Role Seniority - mid level, senior More about the Engineering Manager role at Commonwealth Bank About the Team: Join the Insurance and Retail Partnerships crew within the Wealth and Private domain, where you’ll focus on shaping the future of insurance. Our team owns the home insurance code and the entire application journey, from intuitive front-end experiences to seamless back-end integration…",0.0
5637150650,Network Engineer,Data#3,"New South Wales, Australia",,,2026-02-20,IT Jobs,"This is a Network Engineer role with Data3 based in NSW, AU  Data3  Role Seniority - mid level More about the Network Engineer role at Data3 Network Engineer – 3-Month Contract (Likely extension) Engaged via Data3 Our client, a well-established organisation with a complex corporate and manufacturing technology environment, is seeking an experienced Network Engineer to join their IT team on an initial 3-month contract. You’ll play a key role in supporting and maintaining their enterprise network…",0.0
5637272946,Platform Engineer,ResMed,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Platform Engineer role with ResMed based in Sydney, NSW, AU  ResMed  Role Seniority - mid level More about the Platform Engineer role at ResMed Global Technology Solutions (GTS) at ResMed is a division dedicated to creating innovative, scalable, and secure platforms and services for patients, providers, and people across ResMed. The primary goal of GTS is to accelerate well-being and growth by transforming the core, enabling patient, people, and partner outcomes, and building future-r…",0.0
5637274692,DevSecOps Engineer,The Onset,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a DevSecOps Engineer role with The Onset based in Sydney, NSW, AU  The Onset  Role Seniority - senior More about the DevSecOps Engineer role at The Onset Job Description DevSecOps Engineer Sydney | Full-time | Hybrid When your platform grows from one container to a distributed system of moving parts that stretch across clouds, edge devices and on-prem environments, security stops being a feature. It becomes architecture. That’s where this team is now. The software already powers some of…",0.0
5637144239,Software Engineering,Microsoft,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Software Engineering role with Microsoft based in Sydney, NSW, AU  Microsoft  Role Seniority - junior More about the Software Engineering role at Microsoft Overview Developers are working hard to build our new reality, and the Azure Experience & Ecosystems Engineering team is here to help. Microsoft Learn offers learning paths, content, and interactive experiences that help people develop the skills that in-demand jobs require. As such, we contribute directly to Microsoft's mission to…",0.0
5637281527,Senior Engineer,Karbon,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Senior Engineer role with Karbon based in Sydney, NSW, AU  Karbon  Role Seniority - senior More about the Senior Engineer role at Karbon About Karbon Karbon is the global leader in AI-powered practice management software for accounting firms. We provide an award-winning cloud platform that helps tens of thousands of accounting professionals work more efficiently and collaboratively every day. With customers in 40 countries, we have grown into a globally distributed team across the US,…",0.0
5637195949,Blockchain Engineer,Immutable,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Blockchain Engineer role with Immutable based in Sydney, NSW, AU  Immutable  Role Seniority - mid level More about the Blockchain Engineer role at Immutable About Us  Immutable is a global technology company, powering the leading platform for building games on Ethereum. We are on a mission to build the future of gaming by redefining how games are played and discovered. Founded in 2018, Immutable is one of the fastest Australian companies to hit unicorn status, having raised more than …",0.0
5643140503,Software Engineer,ResMed,"The Rocks, Sydney",,,2026-02-24,IT Jobs,"This is a Software Engineer role with ResMed based in Sydney, NSW, AU  ResMed  Role Seniority - mid level More about the Software Engineer role at ResMed Do you have a passion for building solutions that will spring ResMed’s Digital Healthcare products into the next decade? Are you keen to work for an organization that is focused on building a platform that is enabling and re-imagining the connected healthcare space? Do you have a wide variety of experience deploying services that are cloud nat…",0.0
5637278205,Databricks Engineer,Accenture,"The Rocks, Sydney",,,2026-02-20,Engineering Jobs,"This is a Databricks Engineer role with Accenture based in Barangaroo, NSW, AU  Accenture  Role Seniority - mid level More about the Databricks Engineer role at Accenture Description: We are seeking a skilled Databricks Data Engineer Consultant to join our high-impact client delivery teams. You’ll work on cutting-edge cloud and hybrid data projects, developing scalable pipelines and transforming raw data into meaningful insights. You’ll be hands-on from day one, collaborating closely with archi…",0.0
5640820551,Engineer - Insights,Culture Amp,"The Rocks, Sydney",,,2026-02-22,IT Jobs,"This is a Engineer - Insights role with Culture Amp based in Sydney, NSW, AU  Culture Amp  Role Seniority - mid level More about the Engineer - Insights role at Culture Amp Join us on our mission to make a better world of work. Culture Amp is the world’s leading employee experience platform, revolutionizing how 25 million employees across more than 6,500 companies create a better world of work. Culture Amp empowers companies of all sizes and industries to transform employee engagement, drive pe…",0.0
5637754474,Data Engineer,Bizcover,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Data Engineer role with Bizcover based in Sydney, NSW, AU  Bizcover  Role Seniority - mid level More about the Data Engineer role at Bizcover Who are we? We are the leading online platform for comparing and buying business insurance. Not to toot our own horn, but we’re shaking things up in the SME business insurance market! We’re all about making it easy and efficient for small businesses to get the perfect coverage they need to stay protected. Say goodbye to headaches and hello to ha…",0.0
5637740136,Conversion Engineer,updoc,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Conversion Engineer role with updoc based in Sydney, NSW, AU  updoc  Role Seniority - mid level More about the Conversion Engineer role at updoc Hey, I’m Cliffe, Founder here at Updoc.  I’ve been building tech and operations for over a decade, and let me tell you—there’s nothing quite like working on something that genuinely changes lives. Everyone has their own personal story or stories from friends and families about the overburdened Australian healthcare system. At Updoc, we’re sha…",0.0
5637219574,Fullstack Engineer,Karbon,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Fullstack Engineer role with Karbon based in Sydney, NSW, AU  Karbon  Role Seniority - mid level More about the Fullstack Engineer role at Karbon About Karbon Karbon is the global leader in practice management software for growth-minded accounting firms. We provide an award-winning, highly collaborative cloud platform that streamlines work and communication, enabling the average accounting firm using Karbon to save 18.5 hours per week, per employee. We have customers in 34 countries a…",0.0
5639200958,Software Engineer,Societe Generale,"New South Wales, Australia",,,2026-02-21,IT Jobs,"This is a Software Engineer role with Societe Generale based in NSW, AU  Societe Generale  Role Seniority - junior, mid level More about the Software Engineer role at Societe Generale Vos missions au quotidien Job Description : Hands on experience in various open-source technologies, coding systems, platforms and software’s. Solid experience in problem solving, debugging, troubleshooting and experience is fixing issues/bugs of the proposed open source and tracking and reporting issues. Gatherin…",0.0
5639251120,Software Engineer,Societe Generale,"New South Wales, Australia",,,2026-02-21,IT Jobs,"This is a Software Engineer role with Societe Generale based in NSW, AU  Societe Generale  Role Seniority - junior, mid level More about the Software Engineer role at Societe Generale Vos missions au quotidien Job Description : Hands on experience in various open-source technologies, coding systems, platforms and software’s. Solid experience in problem solving, debugging, troubleshooting and experience is fixing issues/bugs of the proposed open source and tracking and reporting issues. Gatherin…",0.0
5639201578,Software Engineer,Societe Generale,"New South Wales, Australia",,,2026-02-21,IT Jobs,"This is a Software Engineer role with Societe Generale based in NSW, AU  Societe Generale  Role Seniority - junior, mid level More about the Software Engineer role at Societe Generale Vos missions au quotidien Job Description : Hands on experience in various open-source technologies, coding systems, platforms and software’s. Solid experience in problem solving, debugging, troubleshooting and experience is fixing issues/bugs of the proposed open source and tracking and reporting issues. Gatherin…",0.0
5639249960,Software Engineer,Societe Generale,"New South Wales, Australia",,,2026-02-21,IT Jobs,"This is a Software Engineer role with Societe Generale based in NSW, AU  Societe Generale  Role Seniority - junior, mid level More about the Software Engineer role at Societe Generale Vos missions au quotidien Job Description : Hands on experience in various open-source technologies, coding systems, platforms and software’s. Solid experience in problem solving, debugging, troubleshooting and experience is fixing issues/bugs of the proposed open source and tracking and reporting issues. Gatherin…",0.0
5637348026,Software Engineer 2 - Azure Ecosystems Engineering,Microsoft,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Software Engineer 2 - Azure Ecosystems Engineering role with Microsoft based in Sydney, NSW, AU  Microsoft  Role Seniority - mid level More about the Software Engineer 2 - Azure Ecosystems Engineering role at Microsoft Overview Developers are working hard to build our new reality, and the Azure Experience & Ecosystems Engineering team is here to help. The team's product, Microsoft Learn, offers learning paths, content, and interactive experiences that help people develop the skills th…",0.0
5540481126,Product Design Engineer,LGA,"The Rocks, Sydney",,,2025-12-13,Engineering Jobs,"This is a Product Design Engineer role with LGA based in Sydney, NSW, AU  LGA  Role Seniority - mid level, senior More about the Product Design Engineer role at LGA PRODUCT DESIGN ENGINEER About us Legrand is the global specialist in electrical and digital building infrastructure with over 38,000 employees globally. Our comprehensive offering of solutions for residential, commercial and data centre markets makes it a benchmark for customers worldwide. Our purpose is to improve lives by transfor…",0.0
5608145103,Senior Data Engineer,Australian Payments Plus,"The Rocks, Sydney",,,2026-02-01,IT Jobs,"This is a Senior Data Engineer role with Australian Payments Plus based in Sydney, NSW, AU  Australian Payments Plus  Role Seniority - mid level, senior More about the Senior Data Engineer role at Australian Payments Plus The Game Changers: Australian Payments Plus (AP) is here to shape the future of payments for Australia. We aim to deliver more innovation to Australia’s payments ecosystem, for the collective benefit of Australian businesses, government and consumers. Our solutions include Aus…",0.0
5637740232,"Senior Software Engineer, Azure Ecosystems Engineering",Microsoft,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Senior Software Engineer, Azure Ecosystems Engineering role with Microsoft based in Sydney, NSW, AU  Microsoft  Role Seniority - senior More about the Senior Software Engineer, Azure Ecosystems Engineering role at Microsoft Overview Developers are working hard to build our new reality, and the Azure Experience & Ecosystems Engineering team is here to help. Microsoft Learn offers learning paths, content, and interactive experiences that help people develop the skills that in-demand job…",0.0
5637214371,Software Engineer 2 - Azure Ecosystems Engineering,Microsoft,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a Software Engineer 2 - Azure Ecosystems Engineering role with Microsoft based in Sydney, NSW, AU  Microsoft  Role Seniority - mid level More about the Software Engineer 2 - Azure Ecosystems Engineering role at Microsoft Overview Developers are working hard to build our new reality, and the Azure Experience & Ecosystems Engineering team is here to help. The team's product, Microsoft Learn, offers learning paths, content, and interactive experiences that help people develop the skills th…",0.0
5637758879,AI Engineer - FDE (Forward Deployed Engineer),Databricks,"The Rocks, Sydney",,,2026-02-20,IT Jobs,"This is a AI Engineer - FDE (Forward Deployed Engineer) role with Databricks based in Sydney, NSW, AU  Databricks  Role Seniority - senior More about the AI Engineer - FDE (Forward Deployed Engineer) role at Databricks CSQ227R47 The AI Forward Deployed Engineering (AI FDE) team is a highly specialized customer-facing AI team at Databricks. We deliver professional services engagements to help our customers build and productionize first-of-its-kind AI applications. We work cross-functionally to s…",0.0
